inchikey	drugbank_id	pubchem_cid	bioavailability	bioavailability_evidence	bioavailability_source	clearance	clearance_evidence	clearance_source	half_life	half_life_evidence	half_life_source	volume_of_distribution	volume_of_distribution_evidence	volume_of_distribution_source	ld50	ld50_evidence	ld50_source	mutagenicity	mutagenicity_evidence	mutagenicity_source	fetch_date	source_version
UOAFGUOASVSLPK-UHFFFAOYSA-N	DB21291			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOBYJVFBFSLCTQ-UHFFFAOYSA-N	DB11822			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOCJDOLVGGIYIQ-PBFPGSCMSA-N	DB13266	124896641		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOFYSRZSLXWIQB-UHFFFAOYSA-N	DB15327			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOJFGEAPSYQDIP-UHFFFAOYSA-N	DB04306			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOKGZPYGRJDACN-UHFFFAOYSA-N	DB08300			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOKRBSXOBUKDGE-UHFFFAOYSA-N	DB03999			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOKSXAOZBSWROR-DOELHFPHSA-N	DB17118			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOLCZAFAGDOUFX-UHFFFAOYSA-N	DB07362			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOMKBIIXHQIERR-UHFFFAOYSA-N	DB13674	144205901		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOOOPKANIPLQPU-XVFCMESISA-N	DB01961	26754279		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOPQHPBCVYHSFF-UHFFFAOYSA-N	DB08788			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UORGKWWJEQDTGX-UHFFFAOYSA-N	DB19497	144205722		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UORJNBVJVRLXMQ-UHFFFAOYSA-N	DB01352			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOUBCIJIWDLRGM-UHFFFAOYSA-N	DB18082			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOULLTHLSZQUIN-UHFFFAOYSA-M	DB03098			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOURRHZRLGCVDA-UHFFFAOYSA-D	DB14494			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOUXILZUBDIWQU-UHFFFAOYSA-N	DB04037	24817477		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOWMQDYQGKHTKV-IEOVAKBOSA-L	DB05380			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOWZUVNAGUAEQC-UHFFFAOYSA-N	DB03604	11112109	The absorption of tiratricol following oral dosing is rapid with a median Tmax of 0.5 hours following the doses between 175 and 1 050 micrograms in fasted healthy volunteers.[L53383] The bioavailability of tiratricol was 67 ± 6% suggesting tiratricol is well absorbed from the gastrointestinal tract.[L53383]	structured/high	drugbank_xml:DB03604#absorption		none	none	After reaching the maximum plasma concentrations, the serum concentrations of tiratricol declined in a generally biphasic manner and remained quantifiable until between three and 48 hours post dose.	structured/high	drugbank_xml:DB03604#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOXSXMSTSYWNMH-UHFFFAOYSA-L	DB14493			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOXVFQCRPDLSFN-DGXTUMSLSA-N	DB04324			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOYMGHSCINLOBK-ZKKYLISVSA-N	DB20370			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOYVKYJWAXJTTE-NRFANRHFSA-N	DB08099			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UOZODPSAJZTQNH-LSWIJEOBSA-N	DB01421		Poorly absorbed after oral administration, with almost 100% of the drug recoverable in the stool.	structured/high	drugbank_xml:DB01421#absorption		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPADRKHAIMTUCC-OWALTSPQSA-N	DB06431			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPALIKSFLSVKIS-UHFFFAOYSA-N	DB05022	454647		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPBAOYRENQEPJO-UHFFFAOYSA-N	DB20261	104171388		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPCBSVILVWKHIG-UHFFFAOYSA-N	DB19971			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPFMKPIBAIPLHT-RSJSDIDPSA-N	DB04736			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPHQQDZIRIHPHU-UHFFFAOYSA-O	DB04103			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPJNMOBJDSFRTI-FCEWJHQRSA-N	DB08762			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPJZLOCUUOIMNC-UHFFFAOYSA-N	DB21532			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPKQNCPKPOLASS-AREMUKBSSA-N	DB06669			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPMOVJBGNREKJV-CQOQZXRMSA-N	DB20808			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPMRZALMHVUCIN-UHFFFAOYSA-N	DB20402			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPNUIXSCZBYVBB-JVFUWBCBSA-N	DB06274		Alvimopan's high affinity for the peripheral mu-receptor leads to slower absorption dependent on dissociation from the receptor and subsequently low oral bioavailability of less than 7%.	structured/high	drugbank_xml:DB06274#absorption	* 402 ± 89 mL/min	structured/high	drugbank_xml:DB06274#clearance	10 to 17 hours (gut metabolite: 10 to 18 hours)	structured/high	drugbank_xml:DB06274#half-life	* 30±10 L	structured/high	drugbank_xml:DB06274#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPOYFZYFGWBUKL-UHFFFAOYSA-N	DB20256	124893108		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPPMZCXMQRVMME-UHFFFAOYSA-N	DB13497			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPRRZQGAQRAODM-AWUWEVMDSA-N	DB17102			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPSFMJHZUCSEHU-JYGUBCOQSA-N	DB02759			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPSPUYADGBWSHF-UHFFFAOYSA-N	DB00500		Rapidly and almost completely absorbed with peak plasma levels being reached within 30-60 minutes after an oral therapeutic dose.	structured/high	drugbank_xml:DB00500#absorption		none	none	Biphasic elimination from the plasma consisting of a rapid phase with a half-life of one to 2 hours followed by a slower phase with a half-life of about 5 hours.	structured/high	drugbank_xml:DB00500#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPSXYNJDCKOCFD-QIMCWZKGSA-N	DB19742			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPTQSRGSSJRBKJ-LJQANCHMSA-N	DB08389			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPVAPSGKXAAHBG-CKTDUXNWSA-N	DB03355			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPWACTFHHLAPJQ-CSUYZDOWSA-N	DB18542			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPWPBIUUSLIWAI-UHFFFAOYSA-N	DB20346			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPWPDUACHOATKO-MPZFSRPWSA-K	DB14550			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPYGSQPRAHMDPD-HNNXBMFYSA-N	DB08505			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPYNTAIBQVNPIH-ODMLWHIESA-N	DB11813			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPZFHUODAYGHDZ-RMKNXTFCSA-N	DB20675	144205453		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPZUHYMBTUUPML-KBXIAJHMSA-N	DB08321			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UPZWINBEAHDTLA-UHFFFAOYSA-N	DB11833			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQABYHGXWYXDTK-UUOKFMHZSA-N	DB02082			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQAWGIKJINAKIZ-UHFFFAOYSA-N	DB04607			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQBOJOOOTLPNST-UHFFFAOYSA-N	DB02688			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQCMMQGPTBKIAK-KHVHPYDTSA-N	DB21610			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQCNKQCJZOAFTQ-ISWURRPUSA-N	DB01192			none	none		none	none	1.3 (+/-0.7) hours	structured/high	drugbank_xml:DB01192#half-life		none	none	Intravenous mouse LD50 is 172 mg/kg	text_mined/medium	drugbank_xml:DB01192#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQFRSHRWRKYNDE-UHFFFAOYSA-N	DB02388	103905437		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQFVHIGKDHNMJT-XPTSAGLGSA-N	DB03361			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQGFMSUEHSUPRD-UHFFFAOYSA-N	DB14505		Boric acid is well absorbed from the gastrointestinal tract, open wounds, and serous cavities but displays limited absorption in intact skin [L2140].	structured/high	drugbank_xml:DB14505#absorption	A case report of acute boric acid poisoning following oral ingestion of 21 g of boric acid presents the total body clearance of 0.99 L/h before hemodialysis [A32450].	structured/high	drugbank_xml:DB14505#clearance	According to human cases of poisoning, the elimination half-life of boric acid ranges from 13 to 24 hours [A32450, L2140].	structured/high	drugbank_xml:DB14505#half-life	Volume of distribution ranges from 0.17 to 0.5 L/kg in humans, where large amounts of boric acid are localized in brain, liver, and kidney [L2140].	structured/high	drugbank_xml:DB14505#volume-of-distribution	The acute oral LD50 in rats is 4500-5000 mg/kg and the intradermal LD50 in rabbits is 10,000 mg/kg	text_mined/medium	drugbank_xml:DB14505#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQHDKUFLWKTTDL-UHFFFAOYSA-N	DB21504			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQHINZSKNAAVOZ-UHFFFAOYSA-N	DB08393			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQHKJRCFSLMWIA-UHFFFAOYSA-N	DB01946			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQIDNSKBUXCODH-UHFFFAOYSA-N	DB08265			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQJFZAAGZAYVKZ-KAZBKCHUSA-N	DB02604			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQKBNLXZEGBQAF-JAJWTYFOSA-N	DB03218			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQKSYQYWUHUIEH-GFCCVEGCSA-N	DB08033			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQLLWWBDSUHNEB-CZUORRHYSA-N	DB01139			none	none		none	none		none	none		none	none	Rats exposed via the oral route to cephapirin displayed low acute toxicity (LD50 = 14000 mg/kg)	text_mined/medium	drugbank_xml:DB01139#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQRCJCNVNUFYDX-UHFFFAOYSA-N	DB11977			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQRORFVVSGFNRO-UTINFBMNSA-N	DB00419	144204381	Mean oral bioavailability is 97%.	structured/high	drugbank_xml:DB00419#absorption		none	none	The effective half-life of miglustat is approximately 6 to 7 hours.	structured/high	drugbank_xml:DB00419#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQRORFVVSGFNRO-XFWSIPNHSA-N	DB14872			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQSXQYRZHMGKIE-DLBZAZTESA-M	DB07349			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQTPDWDAYHAZNT-AWEZNQCLSA-N	DB12784			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQTZMGFTRHFAAM-ZETCQYMHSA-N	DB01758	50104021		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQVKZNNCIHJZLS-UHFFFAOYSA-N	DB08398			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQWLOWFDKAFKAP-WXHSDQCUSA-N	DB08766			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQWYUAURRDNBKR-BXUZGUMPSA-N	DB20065			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQYPZLRUJKCREN-NNYOXOHSSA-N	DB03893			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQZCQKXJAXKZQH-LBPRGKRZSA-N	DB19028			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQZIYBXSHAGNOE-SWXGLOGKSA-N	DB19276			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UQZVCDCIMBLVNR-TWYODKAFSA-N	DB12708	29217657		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URAQFJBGJKTOGQ-UHFFFAOYSA-N	DB20001			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URAYPUMNDPQOKB-UHFFFAOYSA-N	DB16005	144204706		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URCIJDUOBBSMII-HOTGVXAUSA-N	DB21349			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URCMKDJBULWNAI-DQEYMECFSA-N	DB16033			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URCVCIZFVQDVPM-UHFFFAOYSA-N	DB12254	174007461		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UREBDLICKHMUKA-CXSFZGCWSA-N	DB01234	144207320	Absorption via the intramuscular route is slower than via the intravenous route.[L10701] A 3mg intramuscular dose reaches a Cmax of 34.6±6.0ng/mL with a Tmax of 2.0±1.2h and an AUC of 113±38ng\*h/mL.[A188718] A 1.5mg oral dose reaches a Cmax of 13.9±6.8ng/mL with a Tmax of 2.0±0.5h and an AUC of 331±50ng\*h/mL.[A188718	structured/high	drugbank_xml:DB01234#absorption	A 20mg oral tablet has a clearance of 15.7L/h.[L10710] A 1.5mg oral dose of dexamethasone has a clearance of 15.6±4.9L/h while a 3.0mg intramuscular dose has a clearance of 9.9±1.4L/h.[A188718]	structured/high	drugbank_xml:DB01234#clearance	The mean terminal half life of a 20mg oral tablet is 4 hours.[L10710] A 1.5mg oral dose of dexamethasone has a half life of 6.6±4.3h, while a 3mg intramuscular dose has a half life of 4.2±1.2h.[A188718]	structured/high	drugbank_xml:DB01234#half-life	A 1.5mg oral dose of dexamethasone has a volume of distribution of 51.0L, while a 3mg intramuscular dose has a volume of distribution of 96.0L.[A188718]	structured/high	drugbank_xml:DB01234#volume-of-distribution	The oral LD50 in female mice was 6	text_mined/medium	drugbank_xml:DB01234#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UREBDLICKHMUKA-DVTGEIKXSA-N	DB00443	144205668	The absorption and potency of any topical corticosteroid including betamethasone depends on the vehicle in which the steroid is delivered.	structured/high	drugbank_xml:DB00443#absorption	In a study that included Indian women of reproductive age, the CL/F following a single intramuscular dose of betamethasone phosphate was 6,466 ± 805 mL/hour.[A192420]	structured/high	drugbank_xml:DB00443#clearance	In a study that included Indian women of reproductive age, the half-life following a single intramuscular dose of betamethasone phosphate was 10.2 ± 2.5 hours.[A192420]	structured/high	drugbank_xml:DB00443#half-life	In a study that included Indian women of reproductive age, the volume of distribution following a single intramuscular dose of betamethasone phosphate was 94,584±23,539 mL(s).[A192420]	structured/high	drugbank_xml:DB00443#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URGFTPMACWKJKU-OAHLLOKOSA-N	DB03572			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URJHVPKUWOUENU-UHFFFAOYSA-N	DB02109			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URJKRCBBKTXOHS-UHFFFAOYSA-N	DB03643			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URJKRCBBKTXOHS-UHFFFAOYSA-O	DB02287			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URJQOOISAKEBKW-UHFFFAOYSA-N	DB21286	170465843		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URKOMYMAXPYINW-UHFFFAOYSA-N	DB01224	144205090	Quetiapine is rapidly and well absorbed after administration of an oral dose.[L50828] Steady-state is achieved within 48 hours [A185840] and peak plasma concentrations are achieved within 1.5 hours.[L50828] The steady-state Cmax of quetiapine in Han Chinese patients with schizophrenia after a 300 mg oral dose of the ex	structured/high	drugbank_xml:DB01224#absorption	The clearance of quetiapine healthy volunteers in the fasted state during a clinical study was 101.04±39.11 L/h.[A185846] Elderly patients may require lower doses of quetiapine, as clearance in these patients may be reduced by up to 50%.[L8546] Those with liver dysfunction may also require lower doses.[A185756]	structured/high	drugbank_xml:DB01224#clearance	The average terminal half-life of quetiapine is about 6-7 hours.[A185441,L8546]	structured/high	drugbank_xml:DB01224#half-life	Quetiapine distributes throughout body tissues.	structured/high	drugbank_xml:DB01224#volume-of-distribution	The oral LD50 if quetiapine in rats is 2000 mg/kg	text_mined/medium	drugbank_xml:DB01224#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URLYINUFLXOMHP-HTVVRFAVSA-N	DB14636			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URMTUEWUIGOJBW-UHFFFAOYSA-N	DB12361			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URNFTLVCQLRCMN-UHFFFAOYSA-N	DB20029			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
UROFXMLQPAUCGV-WOJBJXKFSA-N	DB21728			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URQYPXQXSVUVRG-UHFFFAOYSA-N	DB07314			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URRAHSMDPCMOTH-LNLFQRSKSA-N	DB16134			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URURINNTPGGDIV-YFKPBYRVSA-N	DB01799			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URWAJWIAIPFPJE-YFMIWBNJSA-N	DB12604			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
URWYQGVSPQJGGB-DHUJRADRSA-N	DB12526			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USBSTVPJNQLYEM-UHFFFAOYSA-N	DB06995			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USBWXQYIYZPMMN-CLJOKXJZSA-N	DB13847			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USCSJAIWXWYTEH-UHFFFAOYSA-N	DB19569			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USDCNOQKDUFKRD-IKGGRYGDSA-N	DB07328			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USEITRSTDJBLBU-UHOSZYNNSA-N	DB21219			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USEZRIFSJXAMJD-UHFFFAOYSA-N	DB20577			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USGHRRVFKSLEJT-WVBUVRCRSA-N	DB19549			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USHQRIKZLHNPQR-JTQLQIEISA-N	DB21466			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USKHCLAXJXCWMO-UHFFFAOYSA-N	DB11517			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USKXJFHTBQWXCS-UHFFFAOYSA-N	DB07762			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
USLOIFPDNUDIEG-UHFFFAOYSA-N	DB08791			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
