inchikey	drugbank_id	pubchem_cid	bioavailability	bioavailability_evidence	bioavailability_source	clearance	clearance_evidence	clearance_source	half_life	half_life_evidence	half_life_source	volume_of_distribution	volume_of_distribution_evidence	volume_of_distribution_source	ld50	ld50_evidence	ld50_source	mutagenicity	mutagenicity_evidence	mutagenicity_source	fetch_date	source_version
AAADKYXUTOBAGS-XCBNKYQSSA-N	DB02851			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAAQFGUYHFJNHI-SFHVURJKSA-N	DB16239	174006338		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AABLHGPVOULICI-BRJGLHKUSA-N	DB01512			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AACACXATQSKRQG-UHFFFAOYSA-L	DB11189			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AACUJFVOHGRMTR-DPXNYUHVSA-N	DB15391			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AADCDMQTJNYOSS-LBPRGKRZSA-N	DB15492	11112879		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AADNQNOXNWEYHS-UHFFFAOYSA-N	DB12840			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AADVCYNFEREWOS-OBRABYBLSA-N	DB20588			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAFJXZWCNVJTMK-GUCUJZIJSA-N	DB12873			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAJXINSCZMZERD-UHFFFAOYSA-N	DB08440			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAKJLRGGTJKAMG-UHFFFAOYSA-N	DB00530	103905339	Erlotinib is about 60% absorbed after oral administration and its bioavailability is substantially increased by food to almost 100%.	structured/high	drugbank_xml:DB00530#absorption	Smokers have a 24% higher rate of erlotinib clearance.	structured/high	drugbank_xml:DB00530#clearance	Median half-life of 36.2 hours.	structured/high	drugbank_xml:DB00530#half-life	Apparent volume of distribution = 232 L	structured/high	drugbank_xml:DB00530#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AALSSIXXBDPENJ-FYWRMAATSA-N	DB18786			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AANFHDFOMFRLLR-IBGZPJMESA-N	DB07294			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AANFHDFOMFRLLR-LJQANCHMSA-N	DB07031			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AANTYZRUJFNZFI-UHFFFAOYSA-N	DB04549			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AANXPIMDONQTQF-HNNXBMFYSA-N	DB07121			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAOLGDRTKZMLIG-OUKQBFOZSA-N	DB20739			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAOVKJBEBIDNHE-UHFFFAOYSA-N	DB00829	124893574	After oral administration, it is considered that diazepam is rapidly and completely absorbed from the gastrointestinal tract as >90% of diazepam is absorbed and the average time to achieve peak plasma concentrations is 1 – 1.5 hours with a range of 0.25 to 2.5 hours [F3157, F3160, L5188].	structured/high	drugbank_xml:DB00829#absorption	The clearance of diazepam is 20 to 30 mL/min in young adults [F3157, F3160].	structured/high	drugbank_xml:DB00829#clearance	Diazepam has a biphasic half-life with an initial rapid distribution phase followed by a prolonged terminal elimination phase of 1 or 2 days; its action is further prolonged by the even longer half-life of 2-5 days of its principal active metabolite, desmethyldiazepam (nordiazepam), the relative proportion of which inc	structured/high	drugbank_xml:DB00829#half-life	In young healthy males, the volume of distribution at steady-state is 0.8 to 1.0 L/kg [F3157].	structured/high	drugbank_xml:DB00829#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAQOQKQBGPPFNS-UHFFFAOYSA-N	DB01158	50113154		none	none		none	none	The terminal half-life in four normal volunteers averaged 7.8&plusmn;0.6 hours (range 6.9-8.1).	structured/high	drugbank_xml:DB01158#half-life		none	none	Oral, mouse: LD50 = 400 mg/kg	text_mined/medium	drugbank_xml:DB01158#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAXVEMMRQDVLJB-BULBTXNYSA-N	DB00687	144206253	Absorption of fludrocortisone following oral administration is rapid and complete.[L8977,A187169,A187181,A187159] Pharmacokinetic studies have estimated the Cmax to be 0.0012 to 0.20 μg/L with a Tmax between 0.5 and 2 hours.[A187169,A187181] The AUC0-∞ of fludrocortisone after oral administration has been variably esti	structured/high	drugbank_xml:DB00687#absorption	Population pharmacokinetics have estimated the plasma clearance of fludrocortisone to be 40.8 L/h.[A187169]	structured/high	drugbank_xml:DB00687#clearance	The plasma half-life of fludrocortisone has been variably reported to be between 1-3.5 hours,[A187159,A187169,A187181] though prescribing information gives an approximate half-life of 18-36 hours.[L8974]	structured/high	drugbank_xml:DB00687#half-life	The apparent volume of distribution of fludrocortisone is 80-85 L.[A187169,A187159] Distribution into CSF appears minimal - the observed ratio of CSF drug concentration versus plasma drug concentration is 1:6.[L8977]	structured/high	drugbank_xml:DB00687#volume-of-distribution	The oral LD50 of fludrocortisone in rats is >1g/kg	text_mined/medium	drugbank_xml:DB00687#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AAXYAFFKOSNMEB-MHARETSRSA-N	DB03931			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABAPCYNTEPGBNJ-FTGAXOIBSA-N	DB19336			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABDDQTDRAHXHOC-QMMMGPOBSA-N	DB15665			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABEJDMOBAFLQNJ-NHCUHLMSSA-N	DB11650			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABFMMCZFKUIJGQ-UHFFFAOYSA-N	DB21365			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABFNTRQPWNXUHA-NNIYEDDKSA-N	DB12777			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABJKIHHNDMEBNA-UHFFFAOYSA-N	DB20871	170466212		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABJKWBDEJIDSJZ-UHFFFAOYSA-N	DB01091	144205282	The total amount absorbed through the skin into the systemic circulation has not been quantified.	structured/high	drugbank_xml:DB01091#absorption		none	none	Following topical application, a biphasic decline of plasma butenafine concentrations was observed with the half-lives estimated to be 35 hours initial and over 150 hours terminal.	structured/high	drugbank_xml:DB01091#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABLACSIRCKEUOB-UHFFFAOYSA-N	DB20233	104171405		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABNXKGFLZFSILK-MOPGFXCFSA-N	DB21212			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABQHPGHMYXJJIV-MRVPVSSYSA-N	DB06998			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABQYZRZVRIPTPI-UHFFFAOYSA-N	DB21294			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABSDZQDZDHJMPX-UHFFFAOYSA-N	DB19589			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABWLRVJYVVQTGQ-BJMVGYQFSA-N	DB19740	170466536		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABWSMPORYONAHZ-LTAUCOGHSA-N	DB02792			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ABZCXQGJBVWZBD-UHFFFAOYSA-N	DB21676			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACAKNPKRLPMONU-UHFFFAOYSA-N	DB08235			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACAXGYADTLFREX-CQSZACIVSA-N	DB06517			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACBSZTQIFTYFGH-IAPPQJPRSA-N	DB15651			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACBYRQONKZKIIY-GFCCVEGCSA-N	DB21116			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACCFLVVUVBJNGT-AWEZNQCLSA-N	DB12167			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACCMWZWAEFYUGZ-UHFFFAOYSA-N	DB11591	170466329	The absolute bioavailability is 61%.	structured/high	drugbank_xml:DB11591#absorption	Bilastine has a total clearance is 9.20 L/h and a renal clearance of 8.7 L/h [FDA Label].	structured/high	drugbank_xml:DB11591#clearance	The mean half life of elimination is 14.5h [FDA Label].	structured/high	drugbank_xml:DB11591#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACEFOQMQINFMRW-DYCFVMESSA-N	DB07278			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACEWLPOYLGNNHV-UHFFFAOYSA-N	DB16887	170465895		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACFHHZJOAUZSJU-XBXARRHUSA-N	DB20323	144205692		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACFIXJIJDZMPPO-NNYOXOHSSA-N	DB02338			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACGBFWCBVIXTPZ-OQIWPSSASA-N	DB08025			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACGDKVXYNVEAGU-UHFFFAOYSA-N	DB01170	11112157	3-30% of oral dose (poor and highly variable)	structured/high	drugbank_xml:DB01170#absorption	* Renal cl=56 ml/min	structured/high	drugbank_xml:DB01170#clearance	1.5 days	structured/high	drugbank_xml:DB01170#half-life		none	none	LD50=1000 mg/kg (mouse, oral)	text_mined/medium	drugbank_xml:DB01170#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACGUYXCXAPNIKK-UHFFFAOYSA-N	DB00756	144204650	Detectable blood levels of hexachlorophene following absorption through intact skin have been found in subjects who regularly scrubbed with hexachlorophene.	structured/high	drugbank_xml:DB00756#absorption		none	none		none	none		none	none	Oral, rat LD50: 66 mg/kg	text_mined/medium	drugbank_xml:DB00756#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACLJAFRNPZVVIW-ADFGDECNSA-N	DB20418	103929		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACMBXVJDKVNCGH-UHFFFAOYSA-N	DB02404			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACMQFLCUSWMWKH-UHFFFAOYSA-N	DB07912			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACPOUJIDANTYHO-UHFFFAOYSA-N	DB01782			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACRHBAYQBXXRTO-OAQYLSRUSA-N	DB09083		Ivabradine's oral bioavailability is about 40%.	structured/high	drugbank_xml:DB09083#absorption	Total clearance is about 400ml/min; renal clearance about 70ml/min.	structured/high	drugbank_xml:DB09083#clearance	2 hours.	structured/high	drugbank_xml:DB09083#half-life	~100 L.	structured/high	drugbank_xml:DB09083#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACSGSLPOHKRZCY-GXTWGEPZSA-N	DB07793			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACSIXWWBWUQEHA-UHFFFAOYSA-N	DB00720	90340757	Oral clodronic acid has a bioavailability of 1-2%.[A203378] A 200mg intravenous dose reaches a Cmax of 16.1mg/L with an AUC of 44.2mg\*h/L.[A203378] A 200mg intramuscular dose reaches a Cmax of 12.8mg/L with an AUC of 47.5mg\*h/L.[A203378] Further pharmacokinetic data for clodronic acid are not readily available.[L1391	structured/high	drugbank_xml:DB00720#absorption	The renal clearance of clodronate is approximately 90mL/min.[L13910]	structured/high	drugbank_xml:DB00720#clearance	The mean plasma half life of clodronate is 5.6h.[L13910]	structured/high	drugbank_xml:DB00720#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACSQLTBPYZSGBA-GMXVVIOVSA-N	DB14998			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACTIUHUUMQJHFO-UPTCCGCDSA-N	DB09270	144205213	Ubidecarenone is absorbed from the small intestine into the lymphatics and then it can enter the blood.	structured/high	drugbank_xml:DB09270#absorption	In preclinical studies with intravenous administration of ubidecarenone, it is reported a total clearance of 1.18 ml h/kg which was indicative of a prolonged elimination.[A31415]	structured/high	drugbank_xml:DB09270#clearance	The pharmacokinetic properties may vary between different brands but studies have reported a half-life of ubidecarenone of 21.7 h.[A31414]	structured/high	drugbank_xml:DB09270#half-life	Ubidecarenone is distributed to the various tissues of the body and it is able to enter the brain.[L1065] In preclinical studies with intravenous administration of ubidecarenone, it is reported a volume of distribution of 20.4 L/kg which reflects its ability to penetrate extensively into organs and tissues.[A31415] AS	structured/high	drugbank_xml:DB09270#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACTOXUHEUCPTEW-CEUOBAOPSA-N	DB06145		Oral bioavailability ranges from 30-39%.	structured/high	drugbank_xml:DB06145#absorption	80% of the administered dose excreted in the bile, which makes the fecal-biliary route is the most important route of elimination.	structured/high	drugbank_xml:DB06145#clearance	Intravenous: Young persons (18 to 32 years of age): Approximately 4.5 to 6.2 hours.	structured/high	drugbank_xml:DB06145#half-life	The tissue distribution of spiramycin is extensive.	structured/high	drugbank_xml:DB06145#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACTPEXQBEHJTBO-UHFFFAOYSA-N	DB02147			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACTRVOBWPAIOHC-UHFFFAOYSA-N	DB14089	49640648		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACTRVOBWPAIOHC-XIXRPRMCSA-N	DB00566		Rapid but variable.	structured/high	drugbank_xml:DB00566#absorption		none	none	48 hours	structured/high	drugbank_xml:DB00566#half-life		none	none	Oral LD50 in mice is over 5011 mg/kg	text_mined/medium	drugbank_xml:DB00566#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACWBQPMHZXGDFX-QFIPXVFZSA-N	DB00177	26719825	After one oral dose, the antihypertensive activity of valsartan begins within approximately 2 hours and peaks within 4-6 hours in most patients.[L40064] Food decreases the exposure to orally administered valsartan by approximately 40% and peak plasma concentration by approximately 50%.	structured/high	drugbank_xml:DB00177#absorption	Following intravenous administration, plasma clearance of valsartan is approximately 2 L/hour and its renal clearance is 0.62 L/hour (about 30% of total clearance).[L11305]	structured/high	drugbank_xml:DB00177#clearance	After intravenous (IV) administration, valsartan demonstrates bi-exponential decay kinetics, with an average elimination half-life of about 6 hours.[L11305]	structured/high	drugbank_xml:DB00177#half-life	The steady-state volume of distribution of valsartan after intravenous administration is small (17 L), indicating that valsartan does not distribute into tissues extensively.[L40064]	structured/high	drugbank_xml:DB00177#volume-of-distribution	Approximate LD50 >2000 mg/kg (Gavage, rat) [L40064] **Reproductive Toxicology Studies** No teratogenic effects were seen when valsartan was given to pregnant mice and rats at oral doses up to 600 mg/kg/day and to pregnant rabbits at ora	text_mined/medium	drugbank_xml:DB00177#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACWKGTGIJRCOOM-HHHXNRCGSA-N	DB20084			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACWZRVQXLIRSDF-UHFFFAOYSA-N	DB11967	174006430	The pharmacokinetics of binimetinib was studied in healthy subjects and patients with solid tumors.	structured/high	drugbank_xml:DB11967#absorption	The apparent clearance (CL/F) of binimetinib is is 20.2 L/h (24%).[L48606]	structured/high	drugbank_xml:DB11967#clearance	The mean (CV%) terminal half-life (t1/2) of binimetinib is 3.5 hours (28.5%).[L48606]	structured/high	drugbank_xml:DB11967#half-life	The geometric mean (CV%) of the apparent volume of distribution of binimetinib is 92 L (45%).[L48606]	structured/high	drugbank_xml:DB11967#volume-of-distribution		none	none	mixed	inferred/low	drugbank_xml:DB11967#toxicity	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACXPMDYWZAUOJS-UHFFFAOYSA-N	DB21564			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACZCJTHHWMBFKC-UHFFFAOYSA-N	DB18708			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ACZWIDANLCXHBM-HRCADAONSA-N	DB11623			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADEBPBSSDYVVLD-HXUWFJFHSA-N	DB07701			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADEBPBSSDYVVLD-UHFFFAOYSA-N	DB00843	50112790	Tmax is 3 to 4 hours with a bioavailability of 100% and steady-state concentrations are attained within 15 to 21 days of administration.[A182333] The Tmax in one pharmacokinetic study determined a Tmax of 4.1 ± 1.5 hours.[A182324] The Cmax of 5 mg donepezil tablets is estimated to be 8.34 ng/mL, according to the Canadi	structured/high	drugbank_xml:DB00843#absorption	According to the FDA label, the average apparent plasma clearance of this drug is 0.13 – 0.19 L/hr/kg.[L7916] A 5 mg dose of donepezil in healthy patients was shown to have a plasma clearance of 0.110±0.02 L/h/kg.[L7952] In 10 patients diagnosed with alcoholic cirrhosis, showed a mean decrease in clearance by 20% when	structured/high	drugbank_xml:DB00843#clearance	The average elimination half-life of donepezil is about 70 hours according to the results of various studies and the FDA label for donepezil.[A182333,L7916].	structured/high	drugbank_xml:DB00843#half-life	The volume of distribution of donepezil is 11.8 ± 1.7 L/kg for a 5-mg dose and 11.6 ± 1.91 L/kg for a 10-mg dose.	structured/high	drugbank_xml:DB00843#volume-of-distribution	LD50 The rat oral LD50 of donepezil is 32	text_mined/medium	drugbank_xml:DB00843#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADFCQWZHKCXPAJ-GFCCVEGCSA-N	DB11674			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADFOJJHRTBFFOF-RBRWEJTLSA-N	DB14674	144206584		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADGGYDAFIHSYFI-UHFFFAOYSA-N	DB14846			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADGOPPKEIZXKAZ-UHFFFAOYSA-N	DB21602			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADIBYIWFBDMKNY-UHFFFAOYSA-N	DB20696			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADIMAYPTOBDMTL-UHFFFAOYSA-N	DB00842	144205125	Following oral administration, peak plasma levels (Cmax) averaged 450 mg/mL and occurred approximately 3 hours (Tmax) after dosing.[L13895]	structured/high	drugbank_xml:DB00842#absorption		none	none	The mean elimination half-life of oxazepam is 8.2 hours.[L13895]	structured/high	drugbank_xml:DB00842#half-life		none	none	The oral LD50 in rats and mice is >8000 mg/kg and 1540 mg/kg, respectively	text_mined/medium	drugbank_xml:DB00842#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADKWVGPRAQKVKB-YIYPIFLZSA-N	DB04712			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADNPLDHMAVUMIW-CUZNLEPHSA-N	DB19198	50112420		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADRDEXBBJTUCND-UHFFFAOYSA-N	DB19159			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADRNPUSZBRQDBG-KRWDZBQOSA-N	DB07568			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADUKCCWBEDSMEB-NSHDSACASA-N	DB13777			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADVPTQAUNPRNPO-REOHCLBHSA-N	DB02153	11113410		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADXGNEYLLLSOAR-UHFFFAOYSA-N	DB01349			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADXYEWMDAGIULV-UHFFFAOYSA-N	DB04030			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
ADZBMFGQQWPHMJ-RHSMWYFYSA-N	DB16838			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEAPORIZZWBIEX-DTBDINHYSA-N	DB12350			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEARPZNULDFPNQ-UHFFFAOYSA-N	DB03919			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEBYHKKMCWUMKX-LNTZDJBBSA-K	DB16019		Following intravenous injection, Ga-68 PSMA-11 uptake occurs in the adrenal and prostate glands, with high uptake in PSMA-expressing tissues.[A225541] Uptake of the drug is very minimal in the cerebral cortex, heart, and lungs.[L26981] Mean maximum standardized uptake value (SUVmax) at later acquisition times is about	structured/high	drugbank_xml:DB16019#absorption	There is limited information on the clearance rate, but Ga-68 PSMA-11 shows fast blood clearance.[A225541]	structured/high	drugbank_xml:DB16019#clearance	Gallium-68 (Ga-68) decays with a half-life of 68 minutes.[L26981]	structured/high	drugbank_xml:DB16019#half-life	Ga-68 PSMA-11 accumulates in the liver (15%), kidneys (7%), spleen (2%), and salivary glands (0.5%).[L26981] Ga-68 PSMA-11 accumulation increases at later acquisition times.[A225531]	structured/high	drugbank_xml:DB16019#volume-of-distribution	There is limited information on the LD50 value of Ga-68 PSMA-11	text_mined/medium	drugbank_xml:DB16019#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AECPTICWHONWNW-UHFFFAOYSA-N	DB01977			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEDIXYWIVPYNBI-UHFFFAOYSA-N	DB02641			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEFFENQISAXIKE-UHFFFAOYSA-N	DB18081			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEFLONBTGZFSGQ-VKHMYHEASA-N	DB03091			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
