inchikey	chembl_id	drugbank_id	pubchem_cid	match_strategy	confidence	xref_source	fetch_date	source_version
ACMQFLCUSWMWKH-UHFFFAOYSA-N		DB07912	4369424	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACPOUJIDANTYHO-UHFFFAOYSA-N	CHEMBL7064	DB01782	8515	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACRHBAYQBXXRTO-OAQYLSRUSA-N	CHEMBL471737	DB09083	132999	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACSGSLPOHKRZCY-GXTWGEPZSA-N		DB07793	46937093	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACSIXWWBWUQEHA-UHFFFAOYSA-N	CHEMBL12318	DB00720	90340757	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ACSQLTBPYZSGBA-GMXVVIOVSA-N	CHEMBL4175981	DB14998	60164925	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACTIUHUUMQJHFO-UPTCCGCDSA-N	CHEMBL454801	DB09270	144205213;29215368	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ACTOXUHEUCPTEW-CEUOBAOPSA-N	CHEMBL453514	DB06145	5289394	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACTPEXQBEHJTBO-UHFFFAOYSA-N		DB02147	12101749;3393379	drugbank_inchikey_seed;pubchem_direct_inchikey_multi_cid;seed_v1	medium	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACTRVOBWPAIOHC-UHFFFAOYSA-N	CHEMBL28721	DB14089	49640648;57260145	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ACTRVOBWPAIOHC-XIXRPRMCSA-N	CHEMBL1201073	DB00566	2724354	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACWBQPMHZXGDFX-QFIPXVFZSA-N	CHEMBL1069	DB00177	26719825	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ACWKGTGIJRCOOM-HHHXNRCGSA-N	CHEMBL4439321	DB20084	121488167	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACWZRVQXLIRSDF-UHFFFAOYSA-N	CHEMBL3187723	DB11967	174006430	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ACXPMDYWZAUOJS-UHFFFAOYSA-N	CHEMBL5314450	DB21564	139329673	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACZCJTHHWMBFKC-UHFFFAOYSA-N	CHEMBL5095259	DB18708	134588268	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ACZWIDANLCXHBM-HRCADAONSA-N	CHEMBL434492	DB11623	443380	drugbank_inchikey_seed;pubchem_direct_smiles_fallback_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADEBPBSSDYVVLD-HXUWFJFHSA-N	CHEMBL107316	DB07701	1150567	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADEBPBSSDYVVLD-UHFFFAOYSA-N	CHEMBL502	DB00843	50112790	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ADFCQWZHKCXPAJ-GFCCVEGCSA-N	CHEMBL198877	DB11674	91469	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADFOJJHRTBFFOF-RBRWEJTLSA-N	CHEMBL1756	DB14674	144206584	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ADGGYDAFIHSYFI-UHFFFAOYSA-N	CHEMBL4084907	DB14846	58507717	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADGOPPKEIZXKAZ-UHFFFAOYSA-N	CHEMBL5314481	DB21602	122650693	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADIBYIWFBDMKNY-UHFFFAOYSA-N	CHEMBL2106607	DB20696	10378437	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADIMAYPTOBDMTL-UHFFFAOYSA-N	CHEMBL568	DB00842	144205125;144206372;144207898;144213809;29215230	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ADKWVGPRAQKVKB-YIYPIFLZSA-N		DB04712	5459372	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADNPLDHMAVUMIW-CUZNLEPHSA-N	CHEMBL235363	DB19198	50112420	backfill_stage1_name_exact_unique;chembl_to_pubchem_bridge	high	chembl_36.db;drug_master_v1	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ADRDEXBBJTUCND-UHFFFAOYSA-N		DB19159	12558	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADRNPUSZBRQDBG-KRWDZBQOSA-N		DB07568	16214776	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADUKCCWBEDSMEB-NSHDSACASA-N	CHEMBL1160714	DB13777	42396	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADVPTQAUNPRNPO-REOHCLBHSA-N	CHEMBL1160508	DB02153	11113410;26751649;26756697;50104341;90341125	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
ADXGNEYLLLSOAR-UHFFFAOYSA-N	CHEMBL432162	DB01349	60919	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADXYEWMDAGIULV-UHFFFAOYSA-N	CHEMBL72232	DB04030	4470577	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
ADZBMFGQQWPHMJ-RHSMWYFYSA-N	CHEMBL4227505	DB16838	46184986	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEAPORIZZWBIEX-DTBDINHYSA-N	CHEMBL2068971	DB12350	153976	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEARPZNULDFPNQ-UHFFFAOYSA-N		DB03919	448166	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEBYHKKMCWUMKX-LNTZDJBBSA-K		DB16019	154572876;91800164	drugbank_inchikey_seed;pubchem_direct_inchikey_multi_cid;seed_v1	medium	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AECPTICWHONWNW-UHFFFAOYSA-N	CHEMBL104937	DB01977	447732	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEDIXYWIVPYNBI-UHFFFAOYSA-N	CHEMBL238502	DB02641	136449	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEFFENQISAXIKE-UHFFFAOYSA-N	CHEMBL4277900	DB18081	129202507	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEFLONBTGZFSGQ-VKHMYHEASA-N		DB03091	445883;7015181	drugbank_inchikey_seed;pubchem_direct_inchikey_multi_cid;seed_v1	medium	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEGSYIKLTCZUEZ-FZTWWWDYSA-K		DB09473	119117;16682728;17749568	drugbank_inchikey_seed;pubchem_direct_inchikey_multi_cid;seed_v1	medium	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEHSFPPTWRQOFS-MSOLQXFVSA-N		DB07400	444224	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEIJTFQOBWATKX-UHFFFAOYSA-N	CHEMBL3186864	DB14589	144211336	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
AEJACXAFHXBVHF-UHFFFAOYSA-N	CHEMBL4212692	DB18780	60152613	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEKIJKSVXKWGRJ-BYPYZUCNSA-N	CHEMBL333964	DB04000	167842	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEKJCSNKYXWOAQ-INIZCTEOSA-N	CHEMBL1229851	DB06936	25113617	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEKJLAYKIYFBGU-UHFFFAOYSA-N	CHEMBL2398530	DB18049	71734864	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEKNYBWUEYNWMJ-QWOOXDRHSA-N	CHEMBL175633	DB06295	3013050	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
AEKQMJRJRAHOAP-CYBMUJFWSA-N	CHEMBL2104639	DB21114	144206751	drugbank_inchikey_seed;seed_v1	high	chembl_36.db;drug_master_v1;drug_xref_molecules_v1;molecules_m1.sqlite	2026-04-12	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36;DrugBank:5.1|exported-on:2026-01-04;PubChemCID:from_ChEMBL_36_compound_records
AELCINSCMGFISI-DTWKUNHWSA-O		DB02665	11861988	drugbank_inchikey_seed;pubchem_direct_inchikey_exact_unique;seed_v1	high	drug_master_v1;drug_xref_molecules_v1;pubchem_pug_rest	2026-04-13	ChEMBL:chembl_36.db;ChEMBL:molecules_m1.sqlite;DrugBank:5.1|exported-on:2026-01-04;PubChem:PUGREST:2026-04-13;PubChemCID:from_ChEMBL_36_compound_records;PubChemCID:from_chembl_36_compound_records;v1:ChEMBL:m1_sqlite_chembl36
